type,status,capacity,lat,lng,stationId,responderId
MEDICAL,AVAILABLE,4,29.977330,31.261219,1,1
POLICE,AVAILABLE,5,30.531505,30.588529,1,1
MEDICAL,AVAILABLE,5,29.952307,32.002077,1,1
POLICE,AVAILABLE,1,30.878923,31.812065,1,1
FIRE,AVAILABLE,3,29.146336,30.847116,1,1
POLICE,AVAILABLE,2,30.445010,31.376849,1,1
FIRE,AVAILABLE,1,29.822254,31.910261,1,1
FIRE,AVAILABLE,2,29.087992,30.809099,1,1
FIRE,AVAILABLE,3,30.807731,31.034729,1,1
MEDICAL,AVAILABLE,1,29.614306,31.014412,1,1
MEDICAL,AVAILABLE,5,29.876789,30.811607,1,1
MEDICAL,AVAILABLE,5,29.545545,32.088285,1,1
FIRE,AVAILABLE,2,30.634534,32.203684,1,1
FIRE,AVAILABLE,5,30.303913,30.533545,1,1
MEDICAL,AVAILABLE,2,29.240057,30.920382,1,1
POLICE,AVAILABLE,1,29.580996,31.848487,1,1
POLICE,AVAILABLE,4,30.980288,31.494147,1,1
POLICE,AVAILABLE,3,30.169505,31.073602,1,1
MEDICAL,AVAILABLE,6,29.436900,30.884671,1,1
POLICE,AVAILABLE,3,30.421647,30.829315,1,1
MEDICAL,AVAILABLE,3,29.824469,32.042519,1,1
MEDICAL,AVAILABLE,1,30.024232,31.350317,1,1
FIRE,AVAILABLE,3,29.722122,31.413792,1,1
MEDICAL,AVAILABLE,1,29.227956,31.005627,1,1
MEDICAL,AVAILABLE,2,31.003898,31.867018,1,1
MEDICAL,AVAILABLE,5,30.374430,32.047749,1,1
POLICE,AVAILABLE,1,29.178681,30.553204,1,1
FIRE,AVAILABLE,1,30.962188,31.029296,1,1
POLICE,AVAILABLE,2,30.585715,31.739532,1,1
FIRE,AVAILABLE,6,29.947815,30.931184,1,1
MEDICAL,AVAILABLE,2,29.507411,30.813068,1,1
FIRE,AVAILABLE,3,29.063885,31.115121,1,1
POLICE,AVAILABLE,6,29.898168,30.735972,1,1
POLICE,AVAILABLE,6,30.598239,31.416464,1,1
FIRE,AVAILABLE,3,30.590851,31.749873,1,1
FIRE,AVAILABLE,4,30.169578,31.751571,1,1
MEDICAL,AVAILABLE,3,30.107278,30.795154,1,1
FIRE,AVAILABLE,4,29.521315,30.896196,1,1
POLICE,AVAILABLE,2,30.034162,31.985893,1,1
FIRE,AVAILABLE,4,30.748072,31.502650,1,1
POLICE,AVAILABLE,6,29.453094,30.379795,1,1
MEDICAL,AVAILABLE,5,29.841170,32.053106,1,1
POLICE,AVAILABLE,3,29.881105,31.015476,1,1
MEDICAL,AVAILABLE,4,29.150523,30.252563,1,1
POLICE,AVAILABLE,5,29.441643,31.752539,1,1
FIRE,AVAILABLE,3,30.897838,31.658847,1,1
MEDICAL,AVAILABLE,2,30.252744,31.429751,1,1
FIRE,AVAILABLE,6,30.553394,30.958889,1,1
MEDICAL,AVAILABLE,5,29.234852,30.695243,1,1
MEDICAL,AVAILABLE,2,30.527755,30.978490,1,1
MEDICAL,AVAILABLE,1,30.420395,31.324781,1,1
FIRE,AVAILABLE,5,29.789658,31.328674,1,1
FIRE,AVAILABLE,2,30.508250,30.427124,1,1
FIRE,AVAILABLE,4,29.226442,31.006547,1,1
POLICE,AVAILABLE,1,30.659826,31.092993,1,1
MEDICAL,AVAILABLE,5,29.479265,31.208542,1,1
MEDICAL,AVAILABLE,4,30.889741,31.628530,1,1
MEDICAL,AVAILABLE,1,30.425026,31.017563,1,1
FIRE,AVAILABLE,5,30.063580,32.069751,1,1
FIRE,AVAILABLE,4,30.699604,31.806720,1,1
POLICE,AVAILABLE,1,30.891984,32.064559,1,1
POLICE,AVAILABLE,2,29.162567,30.676228,1,1
MEDICAL,AVAILABLE,4,30.483387,30.920120,1,1
FIRE,AVAILABLE,3,30.449529,31.304860,1,1
POLICE,AVAILABLE,3,29.719999,30.915231,1,1
POLICE,AVAILABLE,2,29.516074,30.418143,1,1
FIRE,AVAILABLE,4,30.753163,31.488136,1,1
FIRE,AVAILABLE,4,30.411787,31.085136,1,1
FIRE,AVAILABLE,2,30.631011,31.622350,1,1
MEDICAL,AVAILABLE,5,30.313268,31.550642,1,1
POLICE,AVAILABLE,3,29.405533,31.034759,1,1
FIRE,AVAILABLE,3,30.978577,30.848750,1,1
POLICE,AVAILABLE,5,29.068733,30.822052,1,1
MEDICAL,AVAILABLE,3,29.209583,30.246784,1,1
FIRE,AVAILABLE,6,30.958023,30.787644,1,1
POLICE,AVAILABLE,5,29.234326,30.513856,1,1
POLICE,AVAILABLE,1,29.587733,31.189550,1,1
POLICE,AVAILABLE,5,30.687879,31.833393,1,1
POLICE,AVAILABLE,4,30.180852,30.899750,1,1
POLICE,AVAILABLE,1,29.284366,30.278150,1,1
POLICE,AVAILABLE,2,29.621769,30.406972,1,1
MEDICAL,AVAILABLE,2,30.157406,31.154030,1,1
MEDICAL,AVAILABLE,4,30.041804,30.745431,1,1
POLICE,AVAILABLE,6,29.190251,32.190216,1,1
FIRE,AVAILABLE,5,29.629479,30.485369,1,1
MEDICAL,AVAILABLE,6,29.250756,31.714847,1,1
POLICE,AVAILABLE,3,30.740623,30.698313,1,1
MEDICAL,AVAILABLE,4,30.865331,30.619370,1,1
FIRE,AVAILABLE,6,29.530306,30.462326,1,1
POLICE,AVAILABLE,1,29.145577,31.705352,1,1
MEDICAL,AVAILABLE,5,29.482847,30.725610,1,1
MEDICAL,AVAILABLE,4,30.349546,31.215205,1,1
FIRE,AVAILABLE,1,30.841523,32.016873,1,1
POLICE,AVAILABLE,5,30.667166,30.534976,1,1
FIRE,AVAILABLE,6,29.195809,31.488351,1,1
FIRE,AVAILABLE,5,29.260037,30.614331,1,1
MEDICAL,AVAILABLE,2,29.135598,30.904320,1,1
FIRE,AVAILABLE,1,30.494978,30.476254,1,1
MEDICAL,AVAILABLE,4,29.937079,31.032161,1,1
FIRE,AVAILABLE,1,29.212564,31.839514,1,1
FIRE,AVAILABLE,2,30.485522,31.002404,1,1
POLICE,AVAILABLE,3,29.297919,30.512547,1,1
POLICE,AVAILABLE,5,29.299371,31.781772,1,1
POLICE,AVAILABLE,1,29.685728,31.308031,1,1
POLICE,AVAILABLE,5,30.775950,30.740299,1,1
POLICE,AVAILABLE,3,30.460548,30.703097,1,1
MEDICAL,AVAILABLE,3,29.822224,31.683334,1,1
POLICE,AVAILABLE,5,29.439629,30.995059,1,1
FIRE,AVAILABLE,2,31.037903,31.862284,1,1
FIRE,AVAILABLE,5,30.179849,30.390820,1,1
MEDICAL,AVAILABLE,1,29.174186,31.470509,1,1
FIRE,AVAILABLE,6,29.271276,31.300604,1,1
MEDICAL,AVAILABLE,1,29.091492,32.117698,1,1
FIRE,AVAILABLE,2,29.874547,31.054102,1,1
FIRE,AVAILABLE,1,29.240673,31.132694,1,1
FIRE,AVAILABLE,4,29.882299,31.380677,1,1
POLICE,AVAILABLE,1,29.088771,31.449484,1,1
POLICE,AVAILABLE,2,30.891274,31.805621,1,1
POLICE,AVAILABLE,2,30.806477,31.591736,1,1
FIRE,AVAILABLE,5,30.273984,31.987795,1,1
POLICE,AVAILABLE,4,29.500144,31.725875,1,1
MEDICAL,AVAILABLE,3,30.133372,31.908826,1,1
FIRE,AVAILABLE,1,29.868354,30.562254,1,1
FIRE,AVAILABLE,4,30.515504,31.904966,1,1
POLICE,AVAILABLE,3,30.461775,32.009027,1,1
MEDICAL,AVAILABLE,4,30.992468,31.511699,1,1
FIRE,AVAILABLE,5,29.672807,32.149419,1,1
FIRE,AVAILABLE,4,29.668181,30.869659,1,1
FIRE,AVAILABLE,1,30.677279,30.531280,1,1
FIRE,AVAILABLE,3,29.234028,31.193686,1,1
FIRE,AVAILABLE,6,30.309551,31.502480,1,1
MEDICAL,AVAILABLE,5,29.171942,30.437646,1,1
FIRE,AVAILABLE,4,30.960222,30.652095,1,1
MEDICAL,AVAILABLE,6,29.302257,31.099034,1,1
MEDICAL,AVAILABLE,2,29.604865,30.687822,1,1
POLICE,AVAILABLE,3,29.492505,30.248110,1,1
FIRE,AVAILABLE,2,31.042638,30.996631,1,1
MEDICAL,AVAILABLE,2,29.639204,30.701962,1,1
FIRE,AVAILABLE,1,29.115547,32.153056,1,1
FIRE,AVAILABLE,1,30.433485,31.336967,1,1
MEDICAL,AVAILABLE,2,30.908455,31.432691,1,1
FIRE,AVAILABLE,3,29.225169,30.707072,1,1
FIRE,AVAILABLE,4,29.963791,31.038968,1,1
POLICE,AVAILABLE,1,30.811044,31.690794,1,1
MEDICAL,AVAILABLE,3,30.177011,30.881724,1,1
FIRE,AVAILABLE,5,29.105216,30.868532,1,1
FIRE,AVAILABLE,6,29.212642,30.480902,1,1
FIRE,AVAILABLE,5,29.434152,30.510953,1,1
POLICE,AVAILABLE,2,30.138543,30.373314,1,1
MEDICAL,AVAILABLE,6,29.560970,31.047200,1,1
FIRE,AVAILABLE,3,29.737982,30.704788,1,1
POLICE,AVAILABLE,5,30.916134,30.614073,1,1
FIRE,AVAILABLE,6,30.546158,30.807692,1,1
POLICE,AVAILABLE,2,30.562874,31.506920,1,1
MEDICAL,AVAILABLE,2,29.765279,31.988770,1,1
POLICE,AVAILABLE,4,30.684649,31.417363,1,1
MEDICAL,AVAILABLE,6,30.959496,32.133695,1,1
MEDICAL,AVAILABLE,2,29.740446,31.635178,1,1
MEDICAL,AVAILABLE,1,30.646538,30.598512,1,1
POLICE,AVAILABLE,3,29.269473,31.287030,1,1
POLICE,AVAILABLE,3,29.529518,31.680860,1,1
MEDICAL,AVAILABLE,5,30.333597,31.252623,1,1
MEDICAL,AVAILABLE,2,30.459179,31.508039,1,1
MEDICAL,AVAILABLE,6,30.924140,31.909096,1,1
MEDICAL,AVAILABLE,1,29.230914,30.691305,1,1
MEDICAL,AVAILABLE,1,30.032364,30.681721,1,1
POLICE,AVAILABLE,2,30.530657,30.253458,1,1
FIRE,AVAILABLE,1,30.018876,31.227310,1,1
MEDICAL,AVAILABLE,1,30.702385,31.350218,1,1
FIRE,AVAILABLE,5,31.023437,31.601106,1,1
MEDICAL,AVAILABLE,2,30.143419,31.263867,1,1
MEDICAL,AVAILABLE,1,29.436375,31.824788,1,1
FIRE,AVAILABLE,6,29.189350,31.527281,1,1
POLICE,AVAILABLE,1,30.521182,31.203270,1,1
FIRE,AVAILABLE,6,30.453561,31.262166,1,1
MEDICAL,AVAILABLE,3,31.013811,30.619010,1,1
POLICE,AVAILABLE,2,30.041273,30.413540,1,1
MEDICAL,AVAILABLE,6,30.547221,30.629644,1,1
FIRE,AVAILABLE,4,29.530033,31.689633,1,1
POLICE,AVAILABLE,2,29.257628,31.371410,1,1
POLICE,AVAILABLE,4,29.235660,30.814205,1,1
POLICE,AVAILABLE,4,30.248627,31.519617,1,1
MEDICAL,AVAILABLE,5,29.957692,30.610399,1,1
POLICE,AVAILABLE,6,29.086253,31.430068,1,1
POLICE,AVAILABLE,5,29.325550,32.209197,1,1
FIRE,AVAILABLE,1,29.089452,30.448112,1,1
MEDICAL,AVAILABLE,6,29.692570,30.776960,1,1
MEDICAL,AVAILABLE,1,29.156819,30.335292,1,1
FIRE,AVAILABLE,6,29.183846,31.674912,1,1
MEDICAL,AVAILABLE,3,29.230038,30.713845,1,1
POLICE,AVAILABLE,3,30.848719,32.089380,1,1
POLICE,AVAILABLE,1,30.915575,30.505034,1,1
POLICE,AVAILABLE,2,30.540348,30.778526,1,1
POLICE,AVAILABLE,6,29.839255,30.613568,1,1
FIRE,AVAILABLE,3,30.049930,31.632357,1,1
FIRE,AVAILABLE,4,30.289369,30.445996,1,1
FIRE,AVAILABLE,1,29.509526,30.301149,1,1
POLICE,AVAILABLE,2,29.625081,30.889582,1,1
FIRE,AVAILABLE,5,30.424413,31.951449,1,1
POLICE,AVAILABLE,3,30.544530,30.661496,1,1
MEDICAL,AVAILABLE,4,30.403501,31.257761,1,1
POLICE,AVAILABLE,6,29.555246,30.311275,1,1
FIRE,AVAILABLE,3,29.113154,31.107002,1,1
FIRE,AVAILABLE,6,30.158335,30.464499,1,1
MEDICAL,AVAILABLE,6,30.028027,31.186459,1,1
MEDICAL,AVAILABLE,4,29.382984,31.108566,1,1
POLICE,AVAILABLE,3,30.607721,31.772226,1,1
FIRE,AVAILABLE,2,29.458461,32.031583,1,1
POLICE,AVAILABLE,3,30.121031,30.626181,1,1
MEDICAL,AVAILABLE,4,29.343187,31.841294,1,1
POLICE,AVAILABLE,3,30.061031,30.368547,1,1
MEDICAL,AVAILABLE,2,29.662281,31.401562,1,1
MEDICAL,AVAILABLE,6,30.914972,32.087461,1,1
MEDICAL,AVAILABLE,2,29.502099,31.473698,1,1
FIRE,AVAILABLE,3,30.767396,31.223296,1,1
MEDICAL,AVAILABLE,6,30.916627,30.586488,1,1
FIRE,AVAILABLE,5,30.423036,31.598421,1,1
MEDICAL,AVAILABLE,1,29.551526,30.673207,1,1
FIRE,AVAILABLE,4,29.996873,31.277225,1,1
MEDICAL,AVAILABLE,4,30.054028,32.175477,1,1
MEDICAL,AVAILABLE,6,30.451170,30.460488,1,1
POLICE,AVAILABLE,3,30.561012,31.913479,1,1
POLICE,AVAILABLE,1,29.793690,31.092623,1,1
MEDICAL,AVAILABLE,6,29.687409,31.181934,1,1
FIRE,AVAILABLE,4,29.566038,31.191210,1,1
MEDICAL,AVAILABLE,2,29.324268,30.246414,1,1
POLICE,AVAILABLE,6,29.485462,30.277140,1,1
POLICE,AVAILABLE,3,29.508865,30.559612,1,1
FIRE,AVAILABLE,2,30.114356,31.821133,1,1
FIRE,AVAILABLE,6,29.701205,30.305346,1,1
MEDICAL,AVAILABLE,3,30.295284,31.704136,1,1
MEDICAL,AVAILABLE,3,30.826620,31.098695,1,1
POLICE,AVAILABLE,4,29.439952,31.223214,1,1
MEDICAL,AVAILABLE,4,29.546708,31.654209,1,1
FIRE,AVAILABLE,3,29.184723,32.031686,1,1
MEDICAL,AVAILABLE,5,29.495996,32.066523,1,1
MEDICAL,AVAILABLE,4,29.257399,30.511252,1,1
POLICE,AVAILABLE,2,30.835964,31.218286,1,1
POLICE,AVAILABLE,3,30.652815,31.601341,1,1
FIRE,AVAILABLE,5,30.901715,31.589861,1,1
POLICE,AVAILABLE,1,30.985908,31.697624,1,1
FIRE,AVAILABLE,6,30.861270,30.655501,1,1
FIRE,AVAILABLE,3,30.316891,31.726722,1,1
MEDICAL,AVAILABLE,1,29.463450,31.160985,1,1
POLICE,AVAILABLE,6,30.725768,31.204526,1,1
FIRE,AVAILABLE,3,31.004156,31.997021,1,1
FIRE,AVAILABLE,3,30.982477,30.368056,1,1
MEDICAL,AVAILABLE,4,29.982858,31.217221,1,1
FIRE,AVAILABLE,5,29.380741,31.685929,1,1
POLICE,AVAILABLE,5,29.153333,31.896896,1,1
MEDICAL,AVAILABLE,2,30.036859,30.924579,1,1
MEDICAL,AVAILABLE,1,30.078031,31.450037,1,1
FIRE,AVAILABLE,5,29.276047,31.284867,1,1
MEDICAL,AVAILABLE,3,29.125422,31.575248,1,1
POLICE,AVAILABLE,2,29.134988,30.371515,1,1
FIRE,AVAILABLE,2,30.950825,30.735564,1,1
FIRE,AVAILABLE,2,29.167287,31.809942,1,1
POLICE,AVAILABLE,5,29.156842,31.416383,1,1
POLICE,AVAILABLE,5,30.512489,30.388598,1,1
POLICE,AVAILABLE,5,29.673774,30.801060,1,1
MEDICAL,AVAILABLE,1,29.101620,30.888009,1,1
POLICE,AVAILABLE,4,29.152319,32.022909,1,1
POLICE,AVAILABLE,1,30.950727,30.761855,1,1
POLICE,AVAILABLE,5,29.222746,30.413382,1,1
FIRE,AVAILABLE,2,29.579247,32.073998,1,1
MEDICAL,AVAILABLE,2,29.083439,30.964978,1,1
MEDICAL,AVAILABLE,5,30.526688,31.123249,1,1
POLICE,AVAILABLE,5,30.575704,30.298691,1,1
MEDICAL,AVAILABLE,5,30.480888,30.291701,1,1
POLICE,AVAILABLE,6,30.330512,31.916747,1,1
MEDICAL,AVAILABLE,5,29.232504,31.698614,1,1
MEDICAL,AVAILABLE,6,29.617482,30.533796,1,1
POLICE,AVAILABLE,5,29.044863,31.675053,1,1
POLICE,AVAILABLE,4,29.572782,32.060977,1,1
POLICE,AVAILABLE,4,30.196200,30.462549,1,1
FIRE,AVAILABLE,4,30.287359,30.323335,1,1
FIRE,AVAILABLE,2,30.739887,30.991462,1,1
MEDICAL,AVAILABLE,2,30.114818,30.324163,1,1
FIRE,AVAILABLE,5,30.255977,30.337475,1,1
POLICE,AVAILABLE,4,29.209038,31.958647,1,1
FIRE,AVAILABLE,4,29.313724,31.165125,1,1
POLICE,AVAILABLE,3,30.159156,31.566255,1,1
FIRE,AVAILABLE,5,29.079829,32.121787,1,1
FIRE,AVAILABLE,2,29.378437,30.351001,1,1
MEDICAL,AVAILABLE,4,30.956557,30.667610,1,1
POLICE,AVAILABLE,5,30.165110,31.429470,1,1
POLICE,AVAILABLE,2,29.675075,31.503246,1,1
FIRE,AVAILABLE,3,29.995984,31.327874,1,1
POLICE,AVAILABLE,2,30.786312,31.291945,1,1
POLICE,AVAILABLE,1,29.633689,31.730776,1,1
FIRE,AVAILABLE,6,30.110998,30.408823,1,1
FIRE,AVAILABLE,3,29.598645,31.909614,1,1
MEDICAL,AVAILABLE,3,29.978075,32.096989,1,1
FIRE,AVAILABLE,4,29.155338,30.530800,1,1
MEDICAL,AVAILABLE,4,29.751836,30.735739,1,1
POLICE,AVAILABLE,5,30.692980,31.382581,1,1
POLICE,AVAILABLE,4,29.111154,32.114708,1,1
MEDICAL,AVAILABLE,2,30.197439,32.184677,1,1
FIRE,AVAILABLE,3,29.155183,32.210560,1,1
POLICE,AVAILABLE,2,29.359176,31.644917,1,1
POLICE,AVAILABLE,1,29.314403,31.750062,1,1
POLICE,AVAILABLE,2,29.076527,30.727890,1,1
POLICE,AVAILABLE,1,29.307674,30.329503,1,1
MEDICAL,AVAILABLE,6,30.057750,30.522180,1,1
MEDICAL,AVAILABLE,1,31.005688,31.005645,1,1
FIRE,AVAILABLE,5,30.113111,30.378072,1,1
FIRE,AVAILABLE,4,30.975876,30.723566,1,1
MEDICAL,AVAILABLE,6,29.532782,31.693725,1,1
FIRE,AVAILABLE,2,29.295489,32.077402,1,1
MEDICAL,AVAILABLE,5,30.670395,31.791414,1,1
POLICE,AVAILABLE,1,30.326393,31.288376,1,1
POLICE,AVAILABLE,4,30.803334,30.447949,1,1
POLICE,AVAILABLE,1,30.943900,30.663699,1,1
POLICE,AVAILABLE,4,30.557726,32.230186,1,1
