type,status,capacity,lat,lng,stationId,responderId
FIRE,AVAILABLE,6,30.966701,31.640314,1,1
POLICE,AVAILABLE,3,29.151544,31.323235,1,1
MEDICAL,AVAILABLE,5,29.867243,30.383419,1,1
FIRE,AVAILABLE,1,30.312837,31.827705,1,1
POLICE,AVAILABLE,1,30.063955,31.292037,1,1
FIRE,AVAILABLE,5,30.686440,31.860962,1,1
MEDICAL,AVAILABLE,2,29.056105,30.259584,1,1
POLICE,AVAILABLE,4,29.844655,30.949052,1,1
FIRE,AVAILABLE,5,29.834875,31.858722,1,1
FIRE,AVAILABLE,1,30.757341,31.075979,1,1
FIRE,AVAILABLE,4,30.767040,30.560533,1,1
MEDICAL,AVAILABLE,1,30.218715,30.945971,1,1
POLICE,AVAILABLE,1,29.527238,30.317497,1,1
POLICE,AVAILABLE,5,29.513890,31.892601,1,1
POLICE,AVAILABLE,5,29.503125,31.780213,1,1
FIRE,AVAILABLE,2,29.238504,32.076062,1,1
FIRE,AVAILABLE,2,30.516816,31.588660,1,1
POLICE,AVAILABLE,6,30.288790,30.635796,1,1
POLICE,AVAILABLE,4,29.400611,30.634936,1,1
MEDICAL,AVAILABLE,5,30.618178,31.204866,1,1
FIRE,AVAILABLE,5,29.562019,31.198028,1,1
MEDICAL,AVAILABLE,5,29.602873,30.691199,1,1
MEDICAL,AVAILABLE,5,30.608219,31.896570,1,1
POLICE,AVAILABLE,6,29.611139,30.520464,1,1
POLICE,AVAILABLE,4,30.179249,32.234391,1,1
MEDICAL,AVAILABLE,3,30.126597,31.924251,1,1
MEDICAL,AVAILABLE,4,29.919339,30.786018,1,1
POLICE,AVAILABLE,6,29.361789,31.223922,1,1
MEDICAL,AVAILABLE,6,30.519938,30.237848,1,1
FIRE,AVAILABLE,3,29.408624,32.176448,1,1
MEDICAL,AVAILABLE,5,29.479545,31.350719,1,1
POLICE,AVAILABLE,6,29.330327,31.837732,1,1
FIRE,AVAILABLE,6,30.008101,30.276656,1,1
FIRE,AVAILABLE,1,29.352218,30.396255,1,1
FIRE,AVAILABLE,6,29.825270,31.821982,1,1
POLICE,AVAILABLE,3,29.755042,30.244416,1,1
FIRE,AVAILABLE,6,29.094400,31.080492,1,1
FIRE,AVAILABLE,4,29.883873,30.494715,1,1
MEDICAL,AVAILABLE,6,30.878058,31.075955,1,1
FIRE,AVAILABLE,6,30.010709,31.107366,1,1
POLICE,AVAILABLE,2,29.337189,30.266153,1,1
FIRE,AVAILABLE,5,29.088327,31.891000,1,1
MEDICAL,AVAILABLE,6,29.303282,30.836362,1,1
FIRE,AVAILABLE,4,30.815539,32.137215,1,1
MEDICAL,AVAILABLE,2,29.969301,32.109595,1,1
FIRE,AVAILABLE,2,30.328456,30.666514,1,1
MEDICAL,AVAILABLE,5,29.881115,31.762857,1,1
FIRE,AVAILABLE,6,29.363843,31.498624,1,1
FIRE,AVAILABLE,2,30.730485,31.097432,1,1
POLICE,AVAILABLE,1,29.266783,30.815482,1,1
POLICE,AVAILABLE,4,30.696998,31.208527,1,1
POLICE,AVAILABLE,1,30.856236,31.726409,1,1
FIRE,AVAILABLE,1,29.904708,32.221158,1,1
FIRE,AVAILABLE,4,29.855438,32.068107,1,1
MEDICAL,AVAILABLE,3,29.494298,31.716842,1,1
MEDICAL,AVAILABLE,1,30.583989,31.411145,1,1
POLICE,AVAILABLE,2,29.922013,31.865975,1,1
POLICE,AVAILABLE,4,30.599902,30.321394,1,1
FIRE,AVAILABLE,3,29.763339,30.252417,1,1
POLICE,AVAILABLE,2,30.410735,31.307126,1,1
MEDICAL,AVAILABLE,6,29.322752,31.910513,1,1
MEDICAL,AVAILABLE,1,29.670182,31.321639,1,1
FIRE,AVAILABLE,3,30.987569,31.312196,1,1
MEDICAL,AVAILABLE,5,30.471280,31.849229,1,1
MEDICAL,AVAILABLE,1,29.966643,31.052364,1,1
POLICE,AVAILABLE,2,29.344869,31.175108,1,1
POLICE,AVAILABLE,4,30.862584,31.168647,1,1
FIRE,AVAILABLE,6,29.616199,30.962467,1,1
MEDICAL,AVAILABLE,5,30.879568,30.706713,1,1
POLICE,AVAILABLE,1,30.905666,30.323331,1,1
POLICE,AVAILABLE,3,29.248581,31.652268,1,1
FIRE,AVAILABLE,1,29.463212,30.899219,1,1
POLICE,AVAILABLE,2,29.330415,30.431762,1,1
MEDICAL,AVAILABLE,2,29.102606,31.291507,1,1
POLICE,AVAILABLE,2,30.505212,31.997011,1,1
MEDICAL,AVAILABLE,5,30.202024,30.508735,1,1
MEDICAL,AVAILABLE,6,30.572204,31.569071,1,1
MEDICAL,AVAILABLE,2,29.948871,31.112347,1,1
FIRE,AVAILABLE,3,29.467813,31.875831,1,1
