type,status,capacity,lat,lng,stationId,responderId
FIRE,AVAILABLE,2,29.075603,32.021221,1,1
MEDICAL,AVAILABLE,1,29.314064,30.301667,1,1
POLICE,AVAILABLE,1,29.084053,31.793284,1,1
MEDICAL,AVAILABLE,5,30.814193,30.646849,1,1
POLICE,AVAILABLE,4,29.986675,31.024522,1,1
POLICE,AVAILABLE,4,31.040898,30.654309,1,1
POLICE,AVAILABLE,1,29.100788,31.865845,1,1
POLICE,AVAILABLE,6,30.802750,31.937256,1,1
FIRE,AVAILABLE,1,30.258786,31.364595,1,1
POLICE,AVAILABLE,3,29.652313,31.635144,1,1
POLICE,AVAILABLE,1,29.786616,30.277473,1,1
POLICE,AVAILABLE,3,30.555978,31.604188,1,1
POLICE,AVAILABLE,4,30.399715,31.884622,1,1
POLICE,AVAILABLE,1,29.138646,32.101565,1,1
FIRE,AVAILABLE,2,30.786522,31.803499,1,1
FIRE,AVAILABLE,3,29.652557,30.354231,1,1
POLICE,AVAILABLE,5,30.337953,31.691026,1,1
POLICE,AVAILABLE,3,30.115018,31.209158,1,1
FIRE,AVAILABLE,6,29.693729,30.392045,1,1
FIRE,AVAILABLE,3,29.529575,31.813969,1,1
POLICE,AVAILABLE,5,30.140918,31.996749,1,1
MEDICAL,AVAILABLE,3,29.135211,31.880184,1,1
FIRE,AVAILABLE,4,30.157569,31.874956,1,1
FIRE,AVAILABLE,1,30.521762,31.065873,1,1
POLICE,AVAILABLE,2,29.875945,32.043134,1,1
MEDICAL,AVAILABLE,5,30.854755,31.048768,1,1
MEDICAL,AVAILABLE,3,29.864029,31.079362,1,1
FIRE,AVAILABLE,6,30.378201,31.312629,1,1
FIRE,AVAILABLE,4,29.667038,32.031634,1,1
FIRE,AVAILABLE,6,29.608708,31.109504,1,1
POLICE,AVAILABLE,5,29.764577,31.409432,1,1
POLICE,AVAILABLE,5,30.436350,31.194293,1,1
POLICE,AVAILABLE,3,30.636157,31.571848,1,1
FIRE,AVAILABLE,4,29.234809,31.007137,1,1
POLICE,AVAILABLE,6,30.145015,30.923366,1,1
MEDICAL,AVAILABLE,1,29.665310,32.141671,1,1
MEDICAL,AVAILABLE,5,29.075531,30.948497,1,1
FIRE,AVAILABLE,2,30.300392,31.876254,1,1
FIRE,AVAILABLE,6,29.542795,31.111241,1,1
POLICE,AVAILABLE,1,29.534379,32.092490,1,1
FIRE,AVAILABLE,6,30.498154,30.308154,1,1
MEDICAL,AVAILABLE,5,29.880182,30.328015,1,1
POLICE,AVAILABLE,1,29.837976,31.698467,1,1
MEDICAL,AVAILABLE,5,30.381342,31.246876,1,1
MEDICAL,AVAILABLE,6,30.073153,31.812507,1,1
MEDICAL,AVAILABLE,2,29.469169,32.027087,1,1
FIRE,AVAILABLE,5,29.564272,31.350819,1,1
MEDICAL,AVAILABLE,2,29.616763,30.873682,1,1
FIRE,AVAILABLE,5,29.150098,31.291257,1,1
MEDICAL,AVAILABLE,2,29.249122,31.029751,1,1
POLICE,AVAILABLE,1,31.009894,31.437189,1,1
MEDICAL,AVAILABLE,4,30.636680,31.416815,1,1
POLICE,AVAILABLE,1,29.423441,31.227237,1,1
FIRE,AVAILABLE,2,29.078017,32.170553,1,1
MEDICAL,AVAILABLE,6,29.445591,31.273487,1,1
FIRE,AVAILABLE,6,30.295939,31.616807,1,1
FIRE,AVAILABLE,5,30.788728,30.838698,1,1
MEDICAL,AVAILABLE,5,29.364781,31.717034,1,1
MEDICAL,AVAILABLE,2,30.352897,31.227551,1,1
MEDICAL,AVAILABLE,1,30.184528,30.884301,1,1
MEDICAL,AVAILABLE,3,29.801910,31.345083,1,1
MEDICAL,AVAILABLE,6,30.091694,30.324345,1,1
MEDICAL,AVAILABLE,4,29.900826,31.779070,1,1
MEDICAL,AVAILABLE,3,30.824030,31.706328,1,1
POLICE,AVAILABLE,6,30.395155,30.326919,1,1
MEDICAL,AVAILABLE,5,29.708602,31.811151,1,1
MEDICAL,AVAILABLE,1,29.719559,30.903352,1,1
MEDICAL,AVAILABLE,2,31.020036,30.691930,1,1
FIRE,AVAILABLE,3,30.470863,32.083989,1,1
FIRE,AVAILABLE,3,30.336414,31.468168,1,1
POLICE,AVAILABLE,4,29.841938,30.742627,1,1
MEDICAL,AVAILABLE,3,30.828323,31.506870,1,1
POLICE,AVAILABLE,1,30.624593,30.583794,1,1
FIRE,AVAILABLE,3,30.571942,30.269193,1,1
POLICE,AVAILABLE,3,30.998597,32.213232,1,1
MEDICAL,AVAILABLE,2,29.137262,30.459937,1,1
MEDICAL,AVAILABLE,3,30.830036,30.855921,1,1
MEDICAL,AVAILABLE,1,30.404192,32.189008,1,1
FIRE,AVAILABLE,5,30.486920,31.779561,1,1
POLICE,AVAILABLE,6,30.716382,31.021906,1,1
POLICE,AVAILABLE,1,29.593808,31.643548,1,1
MEDICAL,AVAILABLE,5,30.381715,30.531446,1,1
MEDICAL,AVAILABLE,2,30.807207,31.355307,1,1
MEDICAL,AVAILABLE,5,30.439417,31.491966,1,1
POLICE,AVAILABLE,1,30.437706,31.329276,1,1
POLICE,AVAILABLE,2,29.229711,31.111301,1,1
POLICE,AVAILABLE,5,30.948799,30.527453,1,1
FIRE,AVAILABLE,2,30.425549,31.182661,1,1
FIRE,AVAILABLE,2,30.330283,30.433389,1,1
FIRE,AVAILABLE,1,29.159678,31.647305,1,1
FIRE,AVAILABLE,1,30.131011,30.941544,1,1
FIRE,AVAILABLE,2,29.501111,30.911153,1,1
MEDICAL,AVAILABLE,4,30.522509,30.392787,1,1
POLICE,AVAILABLE,5,29.157154,31.218744,1,1
POLICE,AVAILABLE,3,29.349900,31.750223,1,1
MEDICAL,AVAILABLE,6,30.685692,31.668117,1,1
FIRE,AVAILABLE,2,29.684179,30.523443,1,1
MEDICAL,AVAILABLE,4,30.093291,31.224833,1,1
FIRE,AVAILABLE,4,30.033723,31.070108,1,1
POLICE,AVAILABLE,4,29.188527,30.639658,1,1
POLICE,AVAILABLE,1,30.183278,30.669601,1,1
MEDICAL,AVAILABLE,5,29.147968,31.220106,1,1
MEDICAL,AVAILABLE,1,29.068991,31.796110,1,1
FIRE,AVAILABLE,4,29.081096,31.220190,1,1
POLICE,AVAILABLE,3,30.912784,31.859056,1,1
MEDICAL,AVAILABLE,5,29.878067,32.077137,1,1
FIRE,AVAILABLE,2,30.835121,30.706114,1,1
FIRE,AVAILABLE,2,30.274755,31.337147,1,1
FIRE,AVAILABLE,4,30.974459,31.567434,1,1
FIRE,AVAILABLE,4,30.752082,31.477264,1,1
POLICE,AVAILABLE,3,29.917870,30.944210,1,1
POLICE,AVAILABLE,4,29.890052,30.708264,1,1
POLICE,AVAILABLE,5,29.978253,31.711969,1,1
MEDICAL,AVAILABLE,3,30.885627,31.798586,1,1
POLICE,AVAILABLE,4,29.526501,31.063818,1,1
FIRE,AVAILABLE,5,29.288007,30.831448,1,1
POLICE,AVAILABLE,1,30.802603,31.721623,1,1
FIRE,AVAILABLE,5,30.776507,30.386839,1,1
MEDICAL,AVAILABLE,3,30.550933,31.852590,1,1
FIRE,AVAILABLE,3,29.561689,30.314699,1,1
MEDICAL,AVAILABLE,2,30.765185,30.772632,1,1
FIRE,AVAILABLE,1,29.688817,30.258523,1,1
POLICE,AVAILABLE,1,29.701642,31.170762,1,1
FIRE,AVAILABLE,1,29.981717,30.556455,1,1
POLICE,AVAILABLE,3,29.482333,30.677887,1,1
MEDICAL,AVAILABLE,1,29.785108,31.948024,1,1
POLICE,AVAILABLE,3,29.354371,32.122501,1,1
POLICE,AVAILABLE,1,29.537761,31.230972,1,1
POLICE,AVAILABLE,1,30.469485,30.702177,1,1
MEDICAL,AVAILABLE,2,30.917481,30.348032,1,1
MEDICAL,AVAILABLE,1,29.128226,31.631729,1,1
FIRE,AVAILABLE,1,29.842279,31.578449,1,1
POLICE,AVAILABLE,5,30.392305,31.848085,1,1
MEDICAL,AVAILABLE,6,30.711287,31.738526,1,1
FIRE,AVAILABLE,6,29.720244,31.346017,1,1
FIRE,AVAILABLE,3,29.893281,30.529988,1,1
FIRE,AVAILABLE,2,30.707678,31.701767,1,1
POLICE,AVAILABLE,3,30.022131,32.093076,1,1
MEDICAL,AVAILABLE,5,29.988105,32.074758,1,1
MEDICAL,AVAILABLE,1,30.525836,30.690275,1,1
MEDICAL,AVAILABLE,2,30.841881,31.156426,1,1
POLICE,AVAILABLE,1,29.873193,31.221002,1,1
POLICE,AVAILABLE,3,30.565441,31.636830,1,1
POLICE,AVAILABLE,2,30.257131,31.047246,1,1
FIRE,AVAILABLE,4,29.609358,31.276189,1,1
POLICE,AVAILABLE,3,30.576669,31.999770,1,1
FIRE,AVAILABLE,4,29.055970,31.155827,1,1
FIRE,AVAILABLE,6,29.746475,30.818596,1,1
MEDICAL,AVAILABLE,6,30.961044,30.249663,1,1
POLICE,AVAILABLE,5,29.408201,30.713581,1,1
FIRE,AVAILABLE,3,30.452466,31.015637,1,1
MEDICAL,AVAILABLE,2,30.345250,31.295773,1,1
FIRE,AVAILABLE,5,29.172849,31.031057,1,1
FIRE,AVAILABLE,1,30.181743,30.484388,1,1
POLICE,AVAILABLE,4,30.952754,31.194531,1,1
POLICE,AVAILABLE,4,30.264413,30.809189,1,1
FIRE,AVAILABLE,3,29.434219,30.888160,1,1
POLICE,AVAILABLE,1,30.035466,31.954119,1,1
MEDICAL,AVAILABLE,6,30.424661,31.258081,1,1
POLICE,AVAILABLE,5,29.341612,30.659379,1,1
POLICE,AVAILABLE,1,30.347333,31.400685,1,1
FIRE,AVAILABLE,5,29.921846,32.103024,1,1
MEDICAL,AVAILABLE,5,29.378451,31.891818,1,1
FIRE,AVAILABLE,6,29.100506,32.121873,1,1
FIRE,AVAILABLE,5,29.538772,30.541011,1,1
POLICE,AVAILABLE,1,30.648609,30.841260,1,1
POLICE,AVAILABLE,6,30.778225,31.602739,1,1
MEDICAL,AVAILABLE,3,30.557471,31.682129,1,1
FIRE,AVAILABLE,3,29.854698,31.140396,1,1
FIRE,AVAILABLE,3,30.280351,30.312421,1,1
POLICE,AVAILABLE,5,29.477571,30.451026,1,1
MEDICAL,AVAILABLE,1,30.804040,31.134913,1,1
MEDICAL,AVAILABLE,5,29.697764,31.046744,1,1
POLICE,AVAILABLE,1,30.998875,31.794800,1,1
MEDICAL,AVAILABLE,4,30.398093,30.437270,1,1
MEDICAL,AVAILABLE,5,30.997997,31.786331,1,1
MEDICAL,AVAILABLE,5,30.082526,30.361241,1,1
MEDICAL,AVAILABLE,2,29.853793,30.376327,1,1
MEDICAL,AVAILABLE,1,30.746549,30.529836,1,1
POLICE,AVAILABLE,3,30.607468,31.516412,1,1
POLICE,AVAILABLE,1,30.818532,31.967468,1,1
FIRE,AVAILABLE,1,29.337625,31.476286,1,1
FIRE,AVAILABLE,1,29.157095,31.965142,1,1
POLICE,AVAILABLE,2,29.924319,31.351050,1,1
POLICE,AVAILABLE,2,29.773618,30.260002,1,1
POLICE,AVAILABLE,2,30.498586,32.195174,1,1
FIRE,AVAILABLE,6,30.578436,30.878576,1,1
MEDICAL,AVAILABLE,6,29.587057,31.672947,1,1
MEDICAL,AVAILABLE,1,29.086722,31.517795,1,1
FIRE,AVAILABLE,4,30.046999,32.207848,1,1
FIRE,AVAILABLE,1,29.177014,31.209044,1,1
POLICE,AVAILABLE,3,30.441021,30.742109,1,1
POLICE,AVAILABLE,5,29.281059,30.248453,1,1
MEDICAL,AVAILABLE,1,30.252870,31.352554,1,1
MEDICAL,AVAILABLE,6,30.608279,30.888825,1,1
MEDICAL,AVAILABLE,5,29.514904,31.482079,1,1
POLICE,AVAILABLE,6,29.238477,30.242616,1,1
FIRE,AVAILABLE,6,29.821476,31.711124,1,1
FIRE,AVAILABLE,2,30.685868,31.795683,1,1
FIRE,AVAILABLE,6,30.921681,31.047730,1,1
MEDICAL,AVAILABLE,3,29.851862,32.023713,1,1
POLICE,AVAILABLE,4,29.368347,31.350511,1,1
FIRE,AVAILABLE,5,30.653025,31.945214,1,1
MEDICAL,AVAILABLE,4,29.463518,31.805707,1,1
MEDICAL,AVAILABLE,4,29.225885,32.079777,1,1
FIRE,AVAILABLE,5,30.442245,30.752959,1,1
MEDICAL,AVAILABLE,1,30.163635,31.117854,1,1
POLICE,AVAILABLE,3,29.490202,32.031141,1,1
POLICE,AVAILABLE,5,29.201156,32.079960,1,1
FIRE,AVAILABLE,2,29.469332,30.600263,1,1
FIRE,AVAILABLE,1,30.670200,32.182721,1,1
MEDICAL,AVAILABLE,4,29.335070,32.201378,1,1
POLICE,AVAILABLE,3,30.217111,30.594129,1,1
POLICE,AVAILABLE,5,29.839523,31.071459,1,1
MEDICAL,AVAILABLE,2,29.532459,31.522247,1,1
POLICE,AVAILABLE,1,30.014419,30.565847,1,1
MEDICAL,AVAILABLE,3,30.373760,31.455769,1,1
FIRE,AVAILABLE,4,30.650101,31.193887,1,1
POLICE,AVAILABLE,1,29.834276,30.816210,1,1
MEDICAL,AVAILABLE,6,29.385093,30.905535,1,1
POLICE,AVAILABLE,3,30.383696,31.400046,1,1
MEDICAL,AVAILABLE,6,30.283870,30.952175,1,1
FIRE,AVAILABLE,4,30.486903,30.445501,1,1
MEDICAL,AVAILABLE,4,30.457440,30.376915,1,1
POLICE,AVAILABLE,2,29.131672,30.464263,1,1
MEDICAL,AVAILABLE,1,29.239492,31.035679,1,1
FIRE,AVAILABLE,4,29.152054,31.437429,1,1
FIRE,AVAILABLE,5,29.799733,30.648059,1,1
POLICE,AVAILABLE,2,29.267376,31.223169,1,1
MEDICAL,AVAILABLE,3,30.124185,30.479560,1,1
POLICE,AVAILABLE,4,29.289989,32.002271,1,1
MEDICAL,AVAILABLE,5,30.206175,30.306827,1,1
MEDICAL,AVAILABLE,1,30.792926,31.100655,1,1
FIRE,AVAILABLE,1,29.634077,31.284456,1,1
MEDICAL,AVAILABLE,5,30.609657,30.996717,1,1
POLICE,AVAILABLE,4,30.046124,31.279662,1,1
POLICE,AVAILABLE,2,30.296575,32.224216,1,1
MEDICAL,AVAILABLE,2,30.363027,31.411472,1,1
MEDICAL,AVAILABLE,5,30.493545,30.354774,1,1
MEDICAL,AVAILABLE,6,29.295963,30.527105,1,1
FIRE,AVAILABLE,1,30.914901,31.510360,1,1
MEDICAL,AVAILABLE,6,29.262057,30.869635,1,1
FIRE,AVAILABLE,3,29.611142,31.829701,1,1
POLICE,AVAILABLE,6,30.801904,30.429966,1,1
POLICE,AVAILABLE,1,30.125086,30.266792,1,1
MEDICAL,AVAILABLE,6,29.936368,31.097051,1,1
POLICE,AVAILABLE,2,29.378506,32.177430,1,1
FIRE,AVAILABLE,6,30.671434,30.413742,1,1
FIRE,AVAILABLE,4,30.927252,30.481064,1,1
POLICE,AVAILABLE,2,29.921215,31.164009,1,1
POLICE,AVAILABLE,5,29.890213,30.263317,1,1
FIRE,AVAILABLE,3,30.026509,31.592621,1,1
MEDICAL,AVAILABLE,5,30.613754,30.595721,1,1
MEDICAL,AVAILABLE,1,29.471981,30.453066,1,1
FIRE,AVAILABLE,1,30.174061,30.779047,1,1
POLICE,AVAILABLE,6,30.731434,32.188044,1,1
POLICE,AVAILABLE,6,30.581420,31.782999,1,1
POLICE,AVAILABLE,2,29.819985,30.412499,1,1
MEDICAL,AVAILABLE,3,30.702795,32.045424,1,1
FIRE,AVAILABLE,2,30.385144,31.245312,1,1
POLICE,AVAILABLE,3,29.198019,31.711424,1,1
POLICE,AVAILABLE,6,29.596952,32.022786,1,1
FIRE,AVAILABLE,4,29.186703,30.971438,1,1
FIRE,AVAILABLE,3,30.919281,30.849537,1,1
POLICE,AVAILABLE,6,29.795922,32.200363,1,1
POLICE,AVAILABLE,5,29.984540,31.675648,1,1
MEDICAL,AVAILABLE,1,30.506567,30.846414,1,1
FIRE,AVAILABLE,6,30.584106,30.784275,1,1
MEDICAL,AVAILABLE,2,30.524125,30.691372,1,1
POLICE,AVAILABLE,6,29.863122,31.733129,1,1
POLICE,AVAILABLE,4,29.431909,31.885831,1,1
MEDICAL,AVAILABLE,4,30.680136,30.253323,1,1
MEDICAL,AVAILABLE,6,29.245572,31.080601,1,1
MEDICAL,AVAILABLE,5,29.855343,32.134126,1,1
FIRE,AVAILABLE,1,29.900250,31.260317,1,1
FIRE,AVAILABLE,6,29.495417,31.344080,1,1
FIRE,AVAILABLE,4,30.212670,31.206566,1,1
FIRE,AVAILABLE,4,30.746678,30.894675,1,1
POLICE,AVAILABLE,5,29.796761,31.648600,1,1
MEDICAL,AVAILABLE,1,30.243569,31.541806,1,1
POLICE,AVAILABLE,5,29.199314,31.341197,1,1
POLICE,AVAILABLE,2,30.326309,31.525027,1,1
FIRE,AVAILABLE,3,29.634323,32.193062,1,1
POLICE,AVAILABLE,3,29.684507,30.976673,1,1
FIRE,AVAILABLE,1,30.366388,30.762888,1,1
FIRE,AVAILABLE,5,30.224448,30.339121,1,1
POLICE,AVAILABLE,4,30.059151,30.343386,1,1
MEDICAL,AVAILABLE,5,29.201373,31.143150,1,1
MEDICAL,AVAILABLE,3,30.116396,32.212407,1,1
POLICE,AVAILABLE,1,29.140344,30.800813,1,1
POLICE,AVAILABLE,6,30.921068,31.968504,1,1
POLICE,AVAILABLE,6,30.189508,31.076600,1,1
POLICE,AVAILABLE,6,30.512823,31.951270,1,1
FIRE,AVAILABLE,6,30.994047,31.248067,1,1
POLICE,AVAILABLE,5,29.626063,31.477081,1,1
FIRE,AVAILABLE,6,29.794933,31.441062,1,1
MEDICAL,AVAILABLE,1,29.104687,31.859848,1,1
MEDICAL,AVAILABLE,6,29.309027,30.358895,1,1
FIRE,AVAILABLE,2,29.900479,30.382124,1,1
FIRE,AVAILABLE,5,29.316767,30.959660,1,1
MEDICAL,AVAILABLE,4,30.702625,31.816342,1,1
MEDICAL,AVAILABLE,1,29.547322,31.151527,1,1
MEDICAL,AVAILABLE,3,29.294657,30.716730,1,1
POLICE,AVAILABLE,6,30.152950,31.337664,1,1
POLICE,AVAILABLE,3,29.480838,30.780951,1,1
FIRE,AVAILABLE,4,30.823006,32.221344,1,1
MEDICAL,AVAILABLE,3,30.175897,31.991480,1,1
POLICE,AVAILABLE,2,29.306918,30.289298,1,1
MEDICAL,AVAILABLE,5,29.618241,32.215362,1,1
POLICE,AVAILABLE,4,30.166289,30.832096,1,1
POLICE,AVAILABLE,5,30.609299,31.260423,1,1
POLICE,AVAILABLE,6,29.290068,30.947227,1,1
MEDICAL,AVAILABLE,6,30.608954,30.843592,1,1
MEDICAL,AVAILABLE,2,29.816819,32.033095,1,1
POLICE,AVAILABLE,2,30.840952,31.757983,1,1
POLICE,AVAILABLE,2,30.521170,30.550848,1,1
MEDICAL,AVAILABLE,5,29.699647,31.164014,1,1
